Lemma;ID;Eng Gloss;POS;Level;Word source;Ex. ID;Form ;Analysis;Example Sentence;Translation;Reference;Topic(s)
безработный;5378;_;N.Masc.Anim;B2;LM, Поехали;1;безработных;Gen.Plur;_;_;_;_
безработный;5379;_;A;B2;LM, Поехали;2;безработная;Nom.Fem.Sing;_;_;_;_
безработный;5380;_;N.Masc.Anim;B2;LM, Поехали;3;безработным;Dat.Plur;_;_;_;_
бекон;5381;_;N.Masc.Inan;B2;LM;1;бекона;Gen.Sing;_;_;_;_
белеть;5382;_;V;B2;LM;1;белели;Plur.Past;_;_;_;_
белеть;5383;_;V;B2;LM;2;белея;Pres/Fut;_;_;_;_
белеть;5384;_;A;B2;LM;3;белеющих;Gen.Plur;_;_;_;_
белка;5385;_;N.Fem.Anim;B2;LM;1;белки;Nom.Plur;_;_;_;_
белка;5386;_;N.Fem.Anim;B2;LM;2;белок;Gen.Plur;_;_;_;_
белка;5387;_;N.Fem.Anim;B2;LM;3;белке;Dat.Sing;_;_;_;_
белок;5388;_;N.Masc.Inan;B2;LM;1;белков;Gen.Plur;_;_;_;_
белок;5389;_;N.Masc.Inan;B2;LM;2;белка;Gen.Sing;_;_;_;_
белок;5390;_;N.Masc.Inan;B2;LM;3;белок;Nom.Sing;_;_;_;_
белорус;5391;_;N.Masc.Anim;B2;LM, МН;1;белорусы;Nom.Plur;_;_;_;_
белорус;5392;_;N.Masc.Anim;B2;LM, МН;2;белоруссы;Nom.Plur;_;_;_;_
бельгийка;5393;_;N.Fem.Anim;B2;LM;1;бельгийки;Gen.Sing;_;_;_;_
бельгийка;5394;_;N.Fem.Anim;B2;LM;2;бельгийка;Nom.Sing;_;_;_;_
белье;5395;_;N.Neut.Inan;B2;LM;1;бельё;Acc.Sing;_;_;_;_
белье;5396;_;N.Neut.Inan;B2;LM;2;бельём;Ins.Sing;_;_;_;_
белье;5397;_;N.Neut.Inan;B2;LM;3;белья;Gen.Sing;_;_;_;_
беременный;5398;_;A;B2;LM;1;беременных;Gen.Plur;_;_;_;_
беременный;5399;_;A;B2;LM;2;беременная;Nom.Fem.Sing;_;_;_;_
беременный;5400;_;A;B2;LM;3;беременна;Fem.Sing;_;_;_;_
берет;5401;_;N.Masc.Inan;B2;LM;1;берете;Loc.Sing;_;_;_;_
беседка;5402;_;N.Fem.Inan;B2;LM;1;беседки;Gen.Sing;_;_;_;_
беседка;5403;_;N.Fem.Inan;B2;LM;2;беседке;Loc.Sing;_;_;_;_
беседка;5404;_;N.Fem.Inan;B2;LM;3;беседка;Nom.Sing;_;_;_;_
бесконечный;5405;_;A;B2;LM;1;бесконечного;Gen.Neut.Sing;_;_;_;_
бесконечный;5406;_;A;B2;LM;2;бесконечных;Gen.Plur;_;_;_;_
бесконечный;5407;_;A;B2;LM;3;бесконечное;Nom.Neut.Sing;_;_;_;_
бескорыстный;5408;_;A;B2;LM;1;бескорыстным;Ins.Neut.Sing;_;_;_;_
бескорыстный;5409;_;A;B2;LM;2;бескорыстное;Nom.Neut.Sing;_;_;_;_
бескорыстный;5410;_;A;B2;LM;3;бескорыстная;Nom.Fem.Sing;_;_;_;_
беспокоить;5411;_;V;B2;LM;1;беспокоит;Sing.3.Pres/Fut;_;_;_;_
беспокоить;5412;_;V;B2;LM;2;беспокоить;Inf;_;_;_;_
беспокоить;5413;_;V;B2;LM;3;беспокоило;Neut.Sing.Past;_;_;_;_
беспокойный;5414;_;A;B2;LM;1;беспокойных;Loc.Plur;_;_;_;_
беспокойный;5415;_;A;B2;LM;2;беспокойным;Ins.Neut.Sing;_;_;_;_
беспокойный;5416;_;A;B2;LM;3;беспокойные;Acc.Plur;_;_;_;_
беспокойство;5417;_;N.Neut.Inan;B2;Golosa, LM;1;беспокойство;Acc.Sing;_;_;_;_
беспокойство;5418;_;N.Neut.Inan;B2;Golosa, LM;2;беспокойства;Gen.Sing;_;_;_;_
беспокойство;5419;_;N.Neut.Inan;B2;Golosa, LM;3;беспокойством;Ins.Sing;_;_;_;_
бесполезный;5420;_;A;B2;LM;1;бесполезно;Neut.Sing;_;_;_;_
бесполезный;5421;_;A;B2;LM;2;бесполезными;Ins.Plur;_;_;_;_
бесполезный;5422;_;A;B2;LM;3;бесполезным;Ins.Neut.Sing;_;_;_;_
беспомощный;5423;_;A;B2;LM;1;беспомощной;Ins.Fem.Sing;_;_;_;_
беспомощный;5424;_;A;B2;LM;2;беспомощными;Ins.Plur;_;_;_;_
беспомощный;5425;_;A;B2;LM;3;беспомощным;Ins.Neut.Sing;_;_;_;_
беспорядок;5426;_;N.Masc.Inan;B2;LM, МН;1;беспорядка;Gen.Sing;_;_;_;_
беспорядок;5427;_;N.Masc.Inan;B2;LM, МН;2;беспорядок;Nom.Sing;_;_;_;_
беспорядок;5428;_;N.Masc.Inan;B2;LM, МН;3;беспорядком;Ins.Sing;_;_;_;_
бесправный;5429;_;A;B2;LM;1;бесправное;Nom.Neut.Sing;_;_;_;_
бессмысленный;5430;_;A;B2;LM;1;бессмысленно;Neut.Sing;_;_;_;_
бессмысленный;5431;_;A;B2;LM;2;бессмысленны;Plur;_;_;_;_
бессмысленный;5432;_;A;B2;LM;3;бессмысленными;Ins.Plur;_;_;_;_
бессовестный;5433;_;A;B2;LM;1;бессовестная;Nom.Fem.Sing;_;_;_;_
бессовестный;5434;_;A;B2;LM;2;бессовестный;Nom.Masc.Sing;_;_;_;_
бессовестный;5435;_;A;B2;LM;3;бессовестна;Fem.Sing;_;_;_;_
бессонница;5436;_;N.Fem.Inan;B2;LM;1;бессонницы;Gen.Sing;_;_;_;_
бессонница;5437;_;N.Fem.Inan;B2;LM;2;бессонницу;Acc.Sing;_;_;_;_
бессонница;5438;_;N.Fem.Inan;B2;LM;3;бессонницей;Ins.Sing;_;_;_;_
бестактный;5439;_;A;B2;LM, МН;1;бестактного;Gen.Masc.Sing;_;_;_;_
бесцветный;5440;_;A;B2;LM;1;бесцветное;Inan.Acc.Neut.Sing;_;_;_;_
бесценный;5441;_;A;B2;LM;1;бесценных;Gen.Plur;_;_;_;_
бесценный;5442;_;A;B2;LM;2;бесценным;Ins.Neut.Sing;_;_;_;_
бесценный;5443;_;A;B2;LM;3;бесценный;Inan.Acc.Masc.Sing;_;_;_;_
бесшумный;5444;_;A;B2;LM;1;бесшумными;Ins.Plur;_;_;_;_
бесшумный;5445;_;A;B2;LM;2;бесшумные;Nom.Plur;_;_;_;_
бесшумный;5446;_;A;B2;LM;3;бесшумного;Gen.Masc.Sing;_;_;_;_
бетон;5447;_;N.Masc.Inan;B2;LM;1;бетон;Nom.Sing;_;_;_;_
бетон;5448;_;N.Masc.Inan;B2;LM;2;бетонов;Gen.Plur;_;_;_;_
библия;5449;_;N.Fem.Inan;B2;LM;1;библия;Nom.Sing;_;_;_;_
библия;5450;_;N.Fem.Inan;B2;LM;2;библии;Loc.Sing;_;_;_;_
библия;5451;_;N.Fem.Inan;B2;LM;3;библию;Acc.Sing;_;_;_;_
бильярд;5452;_;N.Masc.Inan;B2;LM;1;бильярд;Acc.Sing;_;_;_;_
биржа;5453;_;N.Fem.Inan;B2;LM;1;биржи;Gen.Sing;_;_;_;_
биржа;5454;_;N.Fem.Inan;B2;LM;2;бирже;Loc.Sing;_;_;_;_
биржа;5455;_;N.Fem.Inan;B2;LM;3;биржа;Nom.Sing;_;_;_;_
битва;5456;_;N.Fem.Inan;B2;LM;1;битва;Nom.Sing;_;_;_;_
битва;5457;_;N.Fem.Inan;B2;LM;2;битвы;Gen.Sing;_;_;_;_
битва;5458;_;N.Fem.Inan;B2;LM;3;битву;Acc.Sing;_;_;_;_
благодарный;5459;_;A;B2;LM;1;благодарны;Plur;_;_;_;_
благодарный;5460;_;A;B2;LM;2;благодарная;Nom.Fem.Sing;_;_;_;_
благодарный;5461;_;A;B2;LM;3;благодарен;Masc.Sing;_;_;_;_
благородный;5462;_;A;B2;LM;1;благородное;Nom.Neut.Sing;_;_;_;_
благородный;5463;_;A;B2;LM;2;благородных;Gen.Plur;_;_;_;_
благородный;5464;_;A;B2;LM;3;благородные;Nom.Plur;_;_;_;_
благотворительный;5465;_;A;B2;LM;1;благотворительных;Loc.Plur;_;_;_;_
благотворительный;5466;_;A;B2;LM;2;благотворительный;Nom.Masc.Sing;_;_;_;_
благотворительный;5467;_;A;B2;LM;3;благотворительные;Nom.Plur;_;_;_;_
бледнеть;5468;_;V;B2;LM;1;бледнеет;Sing.3.Pres/Fut;_;_;_;_
бледнеть;5469;_;V;B2;LM;2;бледнея;Pres/Fut;_;_;_;_
блестеть;5470;_;V;B2;LM;1;блестят;Plur.3.Pres/Fut;_;_;_;_
блестеть;5471;_;V;B2;LM;2;блестит;Sing.3.Pres/Fut;_;_;_;_
блестеть;5472;_;V;B2;LM;3;блестел;Masc.Sing.Past;_;_;_;_
блестящий;5473;_;A;B2;LM;1;блестящую;Acc.Fem.Sing;_;_;_;_
блестящий;5474;_;A;B2;LM;2;блестящая;Nom.Fem.Sing;_;_;_;_
блестящий;5475;_;A;B2;LM;3;блестящие;Nom.Plur;_;_;_;_
ближний;5476;_;A;B2;LM;1;ближнем;Loc.Masc.Sing;_;_;_;_
ближний;5477;_;A;B2;LM;2;ближнего;Gen.Masc.Sing;_;_;_;_
ближний;5478;_;A;B2;LM;3;ближний;Inan.Acc.Masc.Sing;_;_;_;_
близнец;5479;_;N.Masc.Anim;B2;LM;1;близнецов;Acc.Plur;_;_;_;_
близнец;5480;_;N.Masc.Anim;B2;LM;2;близнецы;Nom.Plur;_;_;_;_
близнец;5481;_;N.Masc.Anim;B2;LM;3;близнецами;Ins.Plur;_;_;_;_
блин;5482;_;N.Masc.Inan;B2;MiP, LM;1;блин;Nom.Sing;_;_;_;_
блин;5483;_;N.Masc.Inan;B2;MiP, LM;2;блины;Acc.Plur;_;_;_;_
блин;5484;_;N.Masc.Inan;B2;MiP, LM;3;блинов;Gen.Plur;_;_;_;_
блок;5485;_;N.Masc.Inan;B2;LM;1;блок;Nom.Sing;_;_;_;_
блок;5486;_;N.Masc.Inan;B2;LM;2;блока;Gen.Sing;_;_;_;_
блок;5487;_;N.Masc.Inan;B2;LM;3;блоки;Nom.Plur;_;_;_;_
блокнот;5488;_;N.Masc.Inan;B2;LM, МН;1;блокнот;Acc.Sing;_;_;_;_
блондин;5489;_;N.Masc.Anim;B2;LM;1;блондинов;Gen.Plur;_;_;_;_
блондин;5490;_;N.Masc.Anim;B2;LM;2;блондин;Nom.Sing;_;_;_;_
блондинка;5491;_;N.Fem.Anim;B2;LM;1;блондинка;Nom.Sing;_;_;_;_
блондинка;5492;_;N.Fem.Anim;B2;LM;2;блондинкой;Ins.Sing;_;_;_;_
блондинка;5493;_;N.Fem.Anim;B2;LM;3;блондинке;Dat.Sing;_;_;_;_
блузка;5494;_;N.Fem.Inan;B2;Golosa, LM, МН, Поехали;1;блузку;Acc.Sing;_;_;_;_
блузка;5495;_;N.Fem.Inan;B2;Golosa, LM, МН, Поехали;2;блузка;Nom.Sing;_;_;_;_
блузка;5496;_;N.Fem.Inan;B2;Golosa, LM, МН, Поехали;3;блузки;Gen.Sing;_;_;_;_
блюдце;5497;_;N.Neut.Inan;B2;LM;1;блюдце;Loc.Sing;_;_;_;_
блюдце;5498;_;N.Neut.Inan;B2;LM;2;блюдца;Acc.Plur;_;_;_;_
богатеть;5499;_;V;B2;LM;1;богатеет;Sing.3.Pres/Fut;_;_;_;_
боевик;5500;_;N.Masc.Anim;B2;Golosa, MiP, LM;1;боевиков;Gen.Plur;_;_;_;_
боевик;5501;_;N.Masc.Anim;B2;Golosa, MiP, LM;2;боевики;Nom.Plur;_;_;_;_
боевик;5502;_;N.Masc.Anim;B2;Golosa, MiP, LM;3;боевик;Nom.Sing;_;_;_;_
бок;5503;_;N.Masc.Inan;B2;LM;1;бок;Acc.Sing;_;_;_;_
бок;5504;_;N.Masc.Inan;B2;LM;2;боку;Loc.Sing;_;_;_;_
бок;5505;_;N.Masc.Inan;B2;LM;3;боком;Ins.Sing;_;_;_;_
бокал;5506;_;N.Masc.Inan;B2;Golosa, MiP, LM;1;бокал;Nom.Sing;_;_;_;_
бокал;5507;_;N.Masc.Inan;B2;Golosa, MiP, LM;2;бокалом;Ins.Sing;_;_;_;_
бокал;5508;_;N.Masc.Inan;B2;Golosa, MiP, LM;3;бокалы;Nom.Plur;_;_;_;_
бокс;5509;_;N.Masc.Inan;B2;Golosa, LM;1;боксу;Dat.Sing;_;_;_;_
бокс;5510;_;N.Masc.Inan;B2;Golosa, LM;2;боксом;Ins.Sing;_;_;_;_
бокс;5511;_;N.Masc.Inan;B2;Golosa, LM;3;боксе;Loc.Sing;_;_;_;_
боксер;5512;_;N.Masc.Anim;B2;LM;1;боксёры;Nom.Plur;_;_;_;_
боксер;5513;_;N.Masc.Anim;B2;LM;2;боксёр;Nom.Sing;_;_;_;_
болгарин;5514;_;N.Masc.Anim;B2;LM;1;болгары;Nom.Plur;_;_;_;_
болгарин;5515;_;N.Masc.Anim;B2;LM;2;болгар;Gen.Plur;_;_;_;_
болотистый;5516;_;A;B2;LM;1;болотистому;Dat.Masc.Sing;_;_;_;_
болотистый;5517;_;A;B2;LM;2;болотистой;Loc.Fem.Sing;_;_;_;_
болото;5518;_;N.Neut.Inan;B2;LM;1;болоте;Loc.Sing;_;_;_;_
болото;5519;_;N.Neut.Inan;B2;LM;2;болото;Acc.Sing;_;_;_;_
болото;5520;_;N.Neut.Inan;B2;LM;3;болота;Gen.Sing;_;_;_;_
болтать;5521;_;V;B2;LM;1;болтали;Plur.Past;_;_;_;_
болтать;5522;_;V;B2;LM;2;болтал;Masc.Sing.Past;_;_;_;_
болтать;5523;_;A;B2;LM;3;болтающие;Nom.Plur;_;_;_;_
боль;5524;_;N.Fem.Inan;B2;Golosa, LM;1;боль;Nom.Sing;_;_;_;_
боль;5525;_;N.Fem.Inan;B2;Golosa, LM;2;боли;Gen.Sing;_;_;_;_
боль;5526;_;N.Fem.Inan;B2;Golosa, LM;3;болью;Ins.Sing;_;_;_;_
больничный;5527;_;A;B2;LM;1;больничным;Dat.Plur;_;_;_;_
больничный;5528;_;A;B2;LM;2;больничном;Loc.Masc.Sing;_;_;_;_
больничный;5529;_;A;B2;LM;3;больничных;Loc.Plur;_;_;_;_
бомба;5530;_;N.Fem.Inan;B2;LM;1;бомбы;Gen.Sing;_;_;_;_
бомба;5531;_;N.Fem.Inan;B2;LM;2;бомбу;Acc.Sing;_;_;_;_
бомба;5532;_;N.Fem.Inan;B2;LM;3;бомба;Nom.Sing;_;_;_;_
бомбить;5533;_;V;B2;LM;1;бомбили;Plur.Past;_;_;_;_
бомбить;5534;_;V;B2;LM;2;бомбить;Inf;_;_;_;_
бомбить;5535;_;V;B2;LM;3;бомбит;Sing.3.Pres/Fut;_;_;_;_
бомж;5536;_;N.Masc.Anim;B2;LM;1;бомжи;Nom.Plur;_;_;_;_
бомж;5537;_;N.Masc.Anim;B2;LM;2;бомжей;Gen.Plur;_;_;_;_
бомж;5538;_;N.Masc.Anim;B2;LM;3;бомжами;Ins.Plur;_;_;_;_
борец;5539;_;N.Masc.Anim;B2;LM;1;борцов;Gen.Plur;_;_;_;_
борец;5540;_;N.Masc.Anim;B2;LM;2;борец;Nom.Sing;_;_;_;_
борец;5541;_;N.Masc.Anim;B2;LM;3;борца;Gen.Sing;_;_;_;_
бородатый;5542;_;A;B2;LM;1;бородатый;Nom.Masc.Sing;_;_;_;_
бородатый;5543;_;A;B2;LM;2;бородатых;Anim.Acc.Plur;_;_;_;_
бородатый;5544;_;A;B2;LM;3;бородатые;Nom.Plur;_;_;_;_
босоножка;5545;_;N.Fem.Inan;B2;LM;1;босоножки;Nom.Plur;_;_;_;_
ботаник;5546;_;N.Masc.Anim;B2;LM;1;ботаники;Nom.Plur;_;_;_;_
ботаник;5547;_;N.Masc.Anim;B2;LM;2;ботаник;Nom.Sing;_;_;_;_
ботаник;5548;_;N.Masc.Anim;B2;LM;3;ботаников;Gen.Plur;_;_;_;_
ботаника;5549;_;N.Fem.Inan;B2;LM;1;ботанику;Acc.Sing;_;_;_;_
ботаника;5550;_;N.Fem.Inan;B2;LM;2;ботаника;Nom.Sing;_;_;_;_
бразилец;5551;_;N.Masc.Anim;B2;LM, Поехали;1;бразильцы;Nom.Plur;_;_;_;_
бразилец;5552;_;N.Masc.Anim;B2;LM, Поехали;2;бразилец;Nom.Sing;_;_;_;_
брак;5553;_;N.Masc.Inan;B2;LM;1;брака;Gen.Sing;_;_;_;_
брак;5554;_;N.Masc.Inan;B2;LM;2;брак;Nom.Sing;_;_;_;_
брак;5555;_;N.Masc.Inan;B2;LM;3;браков;Gen.Plur;_;_;_;_
бракосочетание;5556;_;N.Neut.Inan;B2;LM;1;бракосочетание;Nom.Sing;_;_;_;_
браслет;5557;_;N.Masc.Inan;B2;LM;1;браслета;Gen.Sing;_;_;_;_
браслет;5558;_;N.Masc.Inan;B2;LM;2;браслетом;Ins.Sing;_;_;_;_
браслет;5559;_;N.Masc.Inan;B2;LM;3;браслетов;Gen.Plur;_;_;_;_
браться;5560;_;V;B2;LM;1;берётся;Sing.3.Pres/Fut;_;_;_;_
браться;5561;_;V;B2;LM;2;берутся;Plur.3.Pres/Fut;_;_;_;_
браться;5562;_;V;B2;LM;3;браться;Inf;_;_;_;_
бред;5563;_;N.Masc.Inan;B2;LM;1;бред;Nom.Sing;_;_;_;_
бред;5564;_;N.Masc.Inan;B2;LM;2;бреду;Loc.Sing;_;_;_;_
бред;5565;_;N.Masc.Inan;B2;LM;3;бреда;Gen.Sing;_;_;_;_
бредить;5566;_;V;B2;LM;1;брежу;Sing.1.Pres/Fut;_;_;_;_
бредить;5567;_;V;B2;LM;2;бредил;Masc.Sing.Past;_;_;_;_
брести;5568;_;V;B2;LM;1;брёл;Masc.Sing.Past;_;_;_;_
брести;5569;_;V;B2;LM;2;брела;Fem.Sing.Past;_;_;_;_
брести;5570;_;V;B2;LM;3;бредёт;Sing.3.Pres/Fut;_;_;_;_
бриллиант;5571;_;N.Masc.Inan;B2;LM;1;бриллиантами;Ins.Plur;_;_;_;_
бриллиант;5572;_;N.Masc.Inan;B2;LM;2;бриллианты;Nom.Plur;_;_;_;_
бриллиант;5573;_;N.Masc.Inan;B2;LM;3;бриллиантов;Gen.Plur;_;_;_;_
британец;5574;_;N.Masc.Anim;B2;LM;1;британцы;Nom.Plur;_;_;_;_
британец;5575;_;N.Masc.Anim;B2;LM;2;британцев;Gen.Plur;_;_;_;_
британка;5576;_;N.Fem.Anim;B2;LM;1;британки;Gen.Sing;_;_;_;_
бритва;5577;_;N.Fem.Inan;B2;LM;1;бритву;Acc.Sing;_;_;_;_
бритва;5578;_;N.Fem.Inan;B2;LM;2;бритвы;Acc.Plur;_;_;_;_
бритва;5579;_;N.Fem.Inan;B2;LM;3;бритвой;Ins.Sing;_;_;_;_
бровь;5580;_;N.Fem.Inan;B2;LM;1;брови;Acc.Plur;_;_;_;_
бровь;5581;_;N.Fem.Inan;B2;LM;2;бровями;Ins.Plur;_;_;_;_
бровь;5582;_;N.Fem.Inan;B2;LM;3;бровью;Ins.Sing;_;_;_;_
бродить;5583;_;V;B2;LM;1;бродил;Masc.Sing.Past;_;_;_;_
бродить;5584;_;V;B2;LM;2;бродили;Plur.Past;_;_;_;_
бродить;5585;_;V;B2;LM;3;бродят;Plur.3.Pres/Fut;_;_;_;_
бронировать;5586;_;A;B2;Golosa, LM;1;бронированных;Loc.Plur;_;_;_;_
бронировать;5587;_;V;B2;Golosa, LM;2;бронировали;Plur.Past;_;_;_;_
бронхит;5588;_;N.Masc.Inan;B2;LM;1;бронхитов;Gen.Plur;_;_;_;_
бронхит;5589;_;N.Masc.Inan;B2;LM;2;бронхит;Nom.Sing;_;_;_;_
брошка;5590;_;N.Fem.Inan;B2;LM;1;брошка;Nom.Sing;_;_;_;_
брошь;5591;_;N.Fem.Inan;B2;LM;1;брошь;Acc.Sing;_;_;_;_
брошь;5592;_;N.Fem.Inan;B2;LM;2;броши;Acc.Plur;_;_;_;_
брюнет;5593;_;N.Masc.Anim;B2;LM;1;брюнетов;Gen.Plur;_;_;_;_
брюнет;5594;_;N.Masc.Anim;B2;LM;2;брюнет;Nom.Sing;_;_;_;_
брюнетка;5595;_;N.Fem.Anim;B2;LM;1;брюнетку;Acc.Sing;_;_;_;_
брюнетка;5596;_;N.Fem.Anim;B2;LM;2;брюнетка;Nom.Sing;_;_;_;_
буддизм;5597;_;N.Masc.Inan;B2;LM;1;буддизм;Nom.Sing;_;_;_;_
буддизм;5598;_;N.Masc.Inan;B2;LM;2;буддизма;Gen.Sing;_;_;_;_
буддизм;5599;_;N.Masc.Inan;B2;LM;3;буддизму;Dat.Sing;_;_;_;_
буддист;5600;_;N.Masc.Anim;B2;LM;1;буддисты;Nom.Plur;_;_;_;_
буддист;5601;_;N.Masc.Anim;B2;LM;2;буддистов;Gen.Plur;_;_;_;_
буддист;5602;_;N.Masc.Anim;B2;LM;3;буддиста;Gen.Sing;_;_;_;_
будильник;5603;_;N.Masc.Inan;B2;LM, МН;1;будильник;Nom.Sing;_;_;_;_
будильник;5604;_;N.Masc.Inan;B2;LM, МН;2;будильника;Gen.Sing;_;_;_;_
будильник;5605;_;N.Masc.Inan;B2;LM, МН;3;будильники;Nom.Plur;_;_;_;_
будить;5606;_;V;B2;LM;1;будил;Masc.Sing.Past;_;_;_;_
будить;5607;_;V;B2;LM;2;будя;Pres/Fut;_;_;_;_
будить;5608;_;V;B2;LM;3;будить;Inf;_;_;_;_
будни;5609;_;N.Inan;B2;LM;1;будни;Nom.Plur;_;_;_;_
будни;5610;_;N.Masc.Inan;B2;LM;2;будней;Gen.Plur;_;_;_;_
будни;5611;_;N.Inan;B2;LM;3;буден;Gen.Plur;_;_;_;_
букет;5612;_;N.Masc.Inan;B2;MiP, LM;1;букет;Acc.Sing;_;_;_;_
букет;5613;_;N.Masc.Inan;B2;MiP, LM;2;букеты;Nom.Plur;_;_;_;_
букет;5614;_;N.Masc.Inan;B2;MiP, LM;3;букетом;Ins.Sing;_;_;_;_
булка;5615;_;N.Fem.Inan;B2;Golosa, LM;1;булки;Acc.Plur;_;_;_;_
булка;5616;_;N.Fem.Inan;B2;Golosa, LM;2;булку;Acc.Sing;_;_;_;_
бульвар;5617;_;N.Masc.Inan;B2;LM;1;бульваре;Loc.Sing;_;_;_;_
бульвар;5618;_;N.Masc.Inan;B2;LM;2;бульвару;Dat.Sing;_;_;_;_
бульвар;5619;_;N.Masc.Inan;B2;LM;3;бульваром;Ins.Sing;_;_;_;_
бульон;5620;_;N.Masc.Inan;B2;Golosa, LM, МН, Кс;1;бульон;Acc.Sing;_;_;_;_
бульон;5621;_;N.Masc.Inan;B2;Golosa, LM, МН, Кс;2;бульоны;Acc.Plur;_;_;_;_
бульон;5622;_;N.Masc.Inan;B2;Golosa, LM, МН, Кс;3;бульона;Gen.Sing;_;_;_;_
бумажник;5623;_;N.Masc.Inan;B2;LM;1;бумажник;Acc.Sing;_;_;_;_
бумажный;5624;_;A;B2;LM;1;бумажные;Inan.Acc.Plur;_;_;_;_
бумажный;5625;_;A;B2;LM;2;бумажная;Nom.Fem.Sing;_;_;_;_
бумажный;5626;_;A;B2;LM;3;бумажных;Gen.Plur;_;_;_;_
буржуазный;5627;_;A;B2;LM;1;буржуазных;Gen.Plur;_;_;_;_
буржуазный;5628;_;A;B2;LM;2;буржуазной;Gen.Fem.Sing;_;_;_;_
буржуазный;5629;_;A;B2;LM;3;буржуазного;Gen.Masc.Sing;_;_;_;_
буря;5630;_;N.Fem.Inan;B2;LM;1;буря;Nom.Sing;_;_;_;_
буря;5631;_;N.Fem.Inan;B2;LM;2;бурю;Acc.Sing;_;_;_;_
буря;5632;_;N.Fem.Inan;B2;LM;3;бури;Nom.Plur;_;_;_;_
бусы;5633;_;N.Inan;B2;LM;1;бусы;Nom.Plur;_;_;_;_
бусы;5634;_;N.Inan;B2;LM;2;бусами;Ins.Plur;_;_;_;_
бусы;5635;_;N.Inan;B2;LM;3;бус;Gen.Plur;_;_;_;_
буханка;5636;_;N.Fem.Inan;B2;LM;1;буханку;Acc.Sing;_;_;_;_
бык;5637;_;N.Masc.Anim;B2;LM;1;бык;Nom.Sing;_;_;_;_
бык;5638;_;N.Masc.Anim;B2;LM;2;быка;Acc.Sing;_;_;_;_
бык;5639;_;N.Masc.Anim;B2;LM;3;быков;Gen.Plur;_;_;_;_
бюджет;5640;_;N.Masc.Inan;B2;LM;1;бюджета;Gen.Sing;_;_;_;_
бюджет;5641;_;N.Masc.Inan;B2;LM;2;бюджет;Acc.Sing;_;_;_;_
бюджет;5642;_;N.Masc.Inan;B2;LM;3;бюджете;Loc.Sing;_;_;_;_
вальс;5643;_;N.Masc.Inan;B2;LM;1;вальсов;Gen.Plur;_;_;_;_
вальс;5644;_;N.Masc.Inan;B2;LM;2;вальса;Gen.Sing;_;_;_;_
вальс;5645;_;N.Masc.Inan;B2;LM;3;вальс;Acc.Sing;_;_;_;_
валюта;5646;_;N.Fem.Inan;B2;LM;1;валюты;Gen.Sing;_;_;_;_
валюта;5647;_;N.Fem.Inan;B2;LM;2;валюта;Nom.Sing;_;_;_;_
валюта;5648;_;N.Fem.Inan;B2;LM;3;валюте;Loc.Sing;_;_;_;_
ванна;5649;_;N.Fem.Inan;B2;LM;1;ванну;Acc.Sing;_;_;_;_
ванна;5650;_;N.Fem.Inan;B2;LM;2;ванне;Loc.Sing;_;_;_;_
ванна;5651;_;N.Fem.Inan;B2;LM;3;ванны;Gen.Sing;_;_;_;_
варежка;5652;_;N.Fem.Inan;B2;LM;1;варежкой;Ins.Sing;_;_;_;_
варежка;5653;_;N.Fem.Inan;B2;LM;2;варежки;Acc.Plur;_;_;_;_
варежка;5654;_;N.Fem.Inan;B2;LM;3;варежками;Ins.Plur;_;_;_;_
вареный;5655;_;A;B2;LM;1;варёными;Ins.Plur;_;_;_;_
вареный;5656;_;A;B2;LM;2;варёной;Ins.Fem.Sing;_;_;_;_
вареный;5657;_;A;B2;LM;3;вареными;Ins.Plur;_;_;_;_
вариант;5658;_;N.Masc.Inan;B2;LM;1;вариант;Nom.Sing;_;_;_;_
вариант;5659;_;N.Masc.Inan;B2;LM;2;вариантов;Gen.Plur;_;_;_;_
